,domain,entity_id,state,last_changed,attributes,entity_name,device_class,unit_of_measurement,friendly_name
1412,sensor,sensor.speedtest_ping,13.895,2019-12-31 04:50:17.984733,"{'unit_of_measurement': 'ms', 'friendly_name': 'Speedtest Ping', 'icon': 'mdi:speedometer'}",speedtest_ping,unknown,ms,Speedtest Ping
1413,sensor,sensor.speedtest_upload,9.53,2019-12-31 04:50:17.978373,"{'unit_of_measurement': 'Mbit/s', 'friendly_name': 'Speedtest Upload', 'icon': 'mdi:speedometer'}",speedtest_upload,unknown,Mbit/s,Speedtest Upload
1416,sensor,sensor.hue_motion_sensor_1_temperature,13.05,2019-12-31 04:48:31.034287,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1418,sensor,sensor.netatmo_master_bedroom_co2,1612.0,2019-12-31 04:48:00.232919,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1419,sensor,sensor.netatmo_master_bedroom_humidity,66.0,2019-12-31 04:48:00.229624,"{'unit_of_measurement': '%', 'friendly_name': 'netatmo Master Bedroom Humidity', 'icon': 'mdi:water-percent', 'device_class': 'humidity'}",netatmo_master_bedroom_humidity,humidity,%,netatmo Master Bedroom Humidity
1420,sensor,sensor.netatmo_master_bedroom_pressure,1030.9,2019-12-31 04:48:00.219051,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1429,sensor,sensor.netatmo_master_bedroom_co2,1615.0,2019-12-31 04:39:14.214980,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1430,sensor,sensor.netatmo_master_bedroom_pressure,1030.8,2019-12-31 04:39:14.204443,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1433,sensor,sensor.hue_front_porch_sensor_temperature,9.51,2019-12-31 04:37:13.040809,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1435,sensor,sensor.garden_sensor_temperature,5.18,2019-12-31 04:36:31.043420,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1438,sensor,sensor.netatmo_master_bedroom_co2,1606.0,2019-12-31 04:34:06.208158,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1439,sensor,sensor.netatmo_master_bedroom_pressure,1030.9,2019-12-31 04:34:06.203398,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1441,sensor,sensor.hue_motion_sensor_1_temperature,12.91,2019-12-31 04:33:31.038409,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1445,sensor,sensor.office_sensor_temperature,15.65,2019-12-31 04:30:37.034233,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1449,sensor,sensor.hue_front_porch_sensor_temperature,9.37,2019-12-31 04:27:13.032863,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1451,sensor,sensor.netatmo_master_bedroom_noise,35.0,2019-12-31 04:26:21.210465,"{'unit_of_measurement': 'dB', 'friendly_name': 'netatmo Master Bedroom Noise', 'icon': 'mdi:volume-high'}",netatmo_master_bedroom_noise,unknown,dB,netatmo Master Bedroom Noise
1452,sensor,sensor.netatmo_master_bedroom_co2,1612.0,2019-12-31 04:26:21.200075,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1453,sensor,sensor.living_room_sensor_temperature,16.17,2019-12-31 04:26:07.033238,"{'battery_level': 61, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
1457,sensor,sensor.hue_motion_sensor_1_temperature,13.05,2019-12-31 04:23:31.039207,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1461,sensor,sensor.office_sensor_temperature,15.93,2019-12-31 04:20:37.036207,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1464,sensor,sensor.netatmo_master_bedroom_co2,1606.0,2019-12-31 04:18:37.339202,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1465,sensor,sensor.netatmo_master_bedroom_noise,36.0,2019-12-31 04:18:37.330572,"{'unit_of_measurement': 'dB', 'friendly_name': 'netatmo Master Bedroom Noise', 'icon': 'mdi:volume-high'}",netatmo_master_bedroom_noise,unknown,dB,netatmo Master Bedroom Noise
1466,sensor,sensor.netatmo_master_bedroom_pressure,1030.7,2019-12-31 04:18:37.320955,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1467,sensor,sensor.hue_motion_sensor_1_temperature,12.91,2019-12-31 04:18:31.042723,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1469,sensor,sensor.hue_front_porch_sensor_temperature,9.51,2019-12-31 04:17:13.031476,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1472,sensor,sensor.living_room_sensor_temperature,16.31,2019-12-31 04:16:07.032395,"{'battery_level': 61, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
1478,sensor,sensor.living_room_sensor_temperature,16.17,2019-12-31 04:11:13.031531,"{'battery_level': 61, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
1482,sensor,sensor.hue_motion_sensor_1_temperature,13.19,2019-12-31 04:08:31.036210,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1483,sensor,sensor.netatmo_master_bedroom_co2,1546.0,2019-12-31 04:08:19.222292,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1484,sensor,sensor.netatmo_master_bedroom_min_temp,17.1,2019-12-31 04:08:19.217883,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Min Temp.', 'icon': 'mdi:thermometer'}",netatmo_master_bedroom_min_temp,unknown,°C,netatmo Master Bedroom Min Temp.
1485,sensor,sensor.netatmo_master_bedroom_pressure,1030.8,2019-12-31 04:08:19.213678,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1486,sensor,sensor.netatmo_master_bedroom_temperature,17.1,2019-12-31 04:08:19.205413,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Temperature', 'icon': 'mdi:thermometer', 'device_class': 'temperature'}",netatmo_master_bedroom_temperature,temperature,°C,netatmo Master Bedroom Temperature
1489,sensor,sensor.living_room_sensor_temperature,16.31,2019-12-31 04:06:13.045832,"{'battery_level': 61, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
1492,sensor,sensor.outside_temperature,5.5,2019-12-31 04:04:30.011890,"{'unit_of_measurement': '°C', 'friendly_name': 'Outside Temperature', 'icon': 'mdi:thermometer'}",outside_temperature,unknown,°C,Outside Temperature
1495,sensor,sensor.hue_front_porch_sensor_temperature,9.37,2019-12-31 04:02:19.036145,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1497,sensor,sensor.garden_sensor_temperature,5.04,2019-12-31 04:01:37.033824,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1498,sensor,sensor.living_room_sensor_temperature,16.45,2019-12-31 04:01:13.033080,"{'battery_level': 61, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
1502,sensor,sensor.hue_motion_sensor_1_temperature,12.91,2019-12-31 03:58:37.034078,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1503,sensor,sensor.netatmo_master_bedroom_pressure,1030.7,2019-12-31 03:58:30.389283,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1504,sensor,sensor.netatmo_master_bedroom_co2,1521.0,2019-12-31 03:58:30.380730,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1506,sensor,sensor.hue_front_porch_sensor_temperature,9.51,2019-12-31 03:57:19.031749,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1508,sensor,sensor.garden_sensor_temperature,4.9,2019-12-31 03:56:37.038959,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1510,sensor,sensor.office_sensor_temperature,15.79,2019-12-31 03:55:43.044929,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1513,sensor,sensor.hue_motion_sensor_1_temperature,13.05,2019-12-31 03:53:37.033751,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1516,sensor,sensor.garden_sensor_temperature,5.04,2019-12-31 03:51:37.033930,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1518,sensor,sensor.speedtest_download,35.28,2019-12-31 03:50:15.173283,"{'unit_of_measurement': 'Mbit/s', 'friendly_name': 'Speedtest Download', 'icon': 'mdi:speedometer'}",speedtest_download,unknown,Mbit/s,Speedtest Download
1519,sensor,sensor.speedtest_ping,11.254000000000001,2019-12-31 03:50:15.167026,"{'unit_of_measurement': 'ms', 'friendly_name': 'Speedtest Ping', 'icon': 'mdi:speedometer'}",speedtest_ping,unknown,ms,Speedtest Ping
1520,sensor,sensor.speedtest_upload,9.26,2019-12-31 03:50:15.161050,"{'unit_of_measurement': 'Mbit/s', 'friendly_name': 'Speedtest Upload', 'icon': 'mdi:speedometer'}",speedtest_upload,unknown,Mbit/s,Speedtest Upload
1523,sensor,sensor.netatmo_master_bedroom_pressure,1030.8,2019-12-31 03:48:11.215892,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1524,sensor,sensor.netatmo_master_bedroom_co2,1518.0,2019-12-31 03:48:11.205354,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1526,sensor,sensor.hue_front_porch_sensor_temperature,9.65,2019-12-31 03:47:19.047667,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1528,sensor,sensor.garden_sensor_temperature,5.18,2019-12-31 03:46:37.034758,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1532,sensor,sensor.hue_motion_sensor_1_temperature,13.19,2019-12-31 03:43:37.033451,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1533,sensor,sensor.netatmo_master_bedroom_temperature,17.2,2019-12-31 03:43:01.238380,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Temperature', 'icon': 'mdi:thermometer', 'device_class': 'temperature'}",netatmo_master_bedroom_temperature,temperature,°C,netatmo Master Bedroom Temperature
1534,sensor,sensor.netatmo_master_bedroom_co2,1553.0,2019-12-31 03:43:01.231999,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1535,sensor,sensor.netatmo_master_bedroom_min_temp,17.2,2019-12-31 03:43:01.226014,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Min Temp.', 'icon': 'mdi:thermometer'}",netatmo_master_bedroom_min_temp,unknown,°C,netatmo Master Bedroom Min Temp.
1536,sensor,sensor.netatmo_master_bedroom_pressure,1030.9,2019-12-31 03:43:01.218139,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1539,sensor,sensor.living_room_sensor_temperature,16.31,2019-12-31 03:41:13.032639,"{'battery_level': 61, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
1543,sensor,sensor.hue_motion_sensor_1_temperature,12.91,2019-12-31 03:38:37.035140,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1545,sensor,sensor.hue_front_porch_sensor_temperature,9.51,2019-12-31 03:37:19.031105,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1547,sensor,sensor.garden_sensor_temperature,5.04,2019-12-31 03:36:37.032961,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1549,sensor,sensor.office_sensor_temperature,15.65,2019-12-31 03:35:43.031705,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
