,domain,entity_id,state,last_changed,attributes,entity_name,device_class,unit_of_measurement,friendly_name
1240,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 06:01:49.032041,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1241,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 06:01:37.032239,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1242,sensor,sensor.garden_sensor_temperature,4.9,2019-12-31 06:01:25.032608,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1244,sensor,sensor.office_sensor_temperature,15.79,2019-12-31 06:00:25.040569,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1247,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:58:49.031479,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1248,sensor,sensor.hue_motion_sensor_1_temperature,13.05,2019-12-31 05:58:25.033840,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1249,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:58:13.032048,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1251,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:57:07.036438,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1252,sensor,sensor.hue_front_porch_sensor_temperature,9.51,2019-12-31 05:57:07.034102,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1254,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:56:31.032884,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1255,sensor,sensor.garden_sensor_temperature,4.76,2019-12-31 05:56:25.032437,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1257,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:55:55.034343,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1258,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:55:31.032242,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1259,sensor,sensor.netatmo_master_bedroom_temperature,16.9,2019-12-31 05:55:03.279248,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Temperature', 'icon': 'mdi:thermometer', 'device_class': 'temperature'}",netatmo_master_bedroom_temperature,temperature,°C,netatmo Master Bedroom Temperature
1260,sensor,sensor.netatmo_master_bedroom_co2,1741.0,2019-12-31 05:55:03.274935,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1261,sensor,sensor.netatmo_master_bedroom_pressure,1031.3,2019-12-31 05:55:03.271049,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1262,sensor,sensor.netatmo_master_bedroom_min_temp,16.9,2019-12-31 05:55:03.262689,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Min Temp.', 'icon': 'mdi:thermometer'}",netatmo_master_bedroom_min_temp,unknown,°C,netatmo Master Bedroom Min Temp.
1264,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:54:55.031476,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1265,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:54:07.061822,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1267,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:53:49.031751,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1268,sensor,sensor.hue_motion_sensor_1_temperature,12.91,2019-12-31 05:53:25.051114,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1270,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:52:07.038387,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1273,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:50:49.031599,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1274,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:50:37.032034,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1275,sensor,sensor.office_sensor_temperature,16.07,2019-12-31 05:50:31.037208,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1276,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:50:19.032509,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1277,sensor,sensor.speedtest_download,35.22,2019-12-31 05:50:16.091527,"{'unit_of_measurement': 'Mbit/s', 'friendly_name': 'Speedtest Download', 'icon': 'mdi:speedometer'}",speedtest_download,unknown,Mbit/s,Speedtest Download
1278,sensor,sensor.speedtest_ping,11.530999999999999,2019-12-31 05:50:16.085524,"{'unit_of_measurement': 'ms', 'friendly_name': 'Speedtest Ping', 'icon': 'mdi:speedometer'}",speedtest_ping,unknown,ms,Speedtest Ping
1279,sensor,sensor.speedtest_upload,9.44,2019-12-31 05:50:16.077164,"{'unit_of_measurement': 'Mbit/s', 'friendly_name': 'Speedtest Upload', 'icon': 'mdi:speedometer'}",speedtest_upload,unknown,Mbit/s,Speedtest Upload
1281,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:49:55.038017,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1282,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:49:37.043053,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1284,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:48:43.031528,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1285,sensor,sensor.hue_motion_sensor_1_temperature,12.77,2019-12-31 05:48:25.033015,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1286,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:48:13.033610,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1289,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:46:49.032155,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1290,sensor,sensor.garden_sensor_temperature,5.04,2019-12-31 05:46:25.035314,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1291,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:46:25.032303,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1292,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:46:19.032492,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1293,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:46:01.049381,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1295,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:45:43.033924,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1296,sensor,sensor.office_sensor_temperature,15.93,2019-12-31 05:45:31.034853,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1297,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:45:01.041209,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1299,sensor,sensor.netatmo_master_bedroom_pressure,1031.2,2019-12-31 05:44:43.221100,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1300,sensor,sensor.netatmo_master_bedroom_temperature,17.0,2019-12-31 05:44:43.217972,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Temperature', 'icon': 'mdi:thermometer', 'device_class': 'temperature'}",netatmo_master_bedroom_temperature,temperature,°C,netatmo Master Bedroom Temperature
1301,sensor,sensor.netatmo_master_bedroom_co2,1697.0,2019-12-31 05:44:43.205776,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1302,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:44:13.033688,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1304,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:43:37.037108,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1305,sensor,sensor.hue_motion_sensor_1_temperature,13.05,2019-12-31 05:43:25.038570,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1306,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:43:07.032799,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1308,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:42:31.057089,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1309,sensor,sensor.hue_front_porch_sensor_temperature,9.37,2019-12-31 05:42:07.033760,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1312,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:40:37.031997,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1313,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:40:01.033090,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1315,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:39:13.032422,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1317,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:38:31.034029,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1318,sensor,sensor.hue_motion_sensor_1_temperature,13.19,2019-12-31 05:38:25.031699,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1319,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:38:13.038392,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1320,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:38:01.040407,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1322,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:37:43.032609,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1323,sensor,sensor.hue_front_porch_sensor_temperature,9.51,2019-12-31 05:37:07.048082,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1325,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,0.0,2019-12-31 05:36:25.034137,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
1326,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:36:19.044821,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1327,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,1.0,2019-12-31 05:36:01.041402,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
1330,sensor,sensor.netatmo_master_bedroom_temperature,17.1,2019-12-31 05:34:24.195767,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Temperature', 'icon': 'mdi:thermometer', 'device_class': 'temperature'}",netatmo_master_bedroom_temperature,temperature,°C,netatmo Master Bedroom Temperature
1331,sensor,sensor.netatmo_master_bedroom_co2,1678.0,2019-12-31 05:34:24.184772,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1333,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,0.0,2019-12-31 05:33:49.052458,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
1334,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,1.0,2019-12-31 05:33:37.041470,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
1335,sensor,sensor.hue_motion_sensor_1_temperature,13.05,2019-12-31 05:33:25.043125,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1337,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,0.0,2019-12-31 05:32:43.042292,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
1338,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,1.0,2019-12-31 05:32:31.042814,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
1339,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,0.0,2019-12-31 05:32:13.041697,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
1340,sensor,sensor.hue_front_porch_sensor_temperature,9.65,2019-12-31 05:32:07.045085,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1342,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-31 05:31:55.032492,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1343,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,1.0,2019-12-31 05:31:49.035305,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
1344,sensor,sensor.garden_sensor_temperature,4.9,2019-12-31 05:31:25.038922,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1346,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-31 05:30:37.034153,"{'battery_level': 53, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
1349,sensor,sensor.hue_motion_sensor_1_temperature,12.91,2019-12-31 05:28:25.038696,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1351,sensor,sensor.hue_front_porch_sensor_temperature,9.51,2019-12-31 05:27:07.032690,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1353,sensor,sensor.garden_sensor_temperature,5.04,2019-12-31 05:26:25.035294,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
1356,sensor,sensor.netatmo_master_bedroom_noise,35.0,2019-12-31 05:24:06.224933,"{'unit_of_measurement': 'dB', 'friendly_name': 'netatmo Master Bedroom Noise', 'icon': 'mdi:volume-high'}",netatmo_master_bedroom_noise,unknown,dB,netatmo Master Bedroom Noise
1357,sensor,sensor.netatmo_master_bedroom_co2,1622.0,2019-12-31 05:24:06.211244,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1361,sensor,sensor.living_room_sensor_temperature,16.17,2019-12-31 05:21:01.039962,"{'battery_level': 61, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
1366,sensor,sensor.hue_front_porch_sensor_temperature,9.37,2019-12-31 05:17:07.035119,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
1369,sensor,sensor.office_sensor_temperature,15.65,2019-12-31 05:15:37.032627,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1371,sensor,sensor.netatmo_master_bedroom_co2,1612.0,2019-12-31 05:14:49.249076,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1372,sensor,sensor.netatmo_master_bedroom_noise,36.0,2019-12-31 05:14:49.238912,"{'unit_of_measurement': 'dB', 'friendly_name': 'netatmo Master Bedroom Noise', 'icon': 'mdi:volume-high'}",netatmo_master_bedroom_noise,unknown,dB,netatmo Master Bedroom Noise
1374,sensor,sensor.hue_motion_sensor_1_temperature,13.05,2019-12-31 05:13:25.057705,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1377,sensor,sensor.living_room_sensor_temperature,16.31,2019-12-31 05:11:01.050075,"{'battery_level': 61, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
1380,sensor,sensor.blink_kitchen_temperature,18.0,2019-12-31 05:09:39.408341,"{'unit_of_measurement': '°C', 'friendly_name': 'blink Kitchen Temperature', 'icon': 'mdi:thermometer'}",blink_kitchen_temperature,unknown,°C,blink Kitchen Temperature
1385,sensor,sensor.office_sensor_temperature,15.51,2019-12-31 05:05:37.040879,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1387,sensor,sensor.outside_temperature,5.3,2019-12-31 05:04:54.006888,"{'unit_of_measurement': '°C', 'friendly_name': 'Outside Temperature', 'icon': 'mdi:thermometer'}",outside_temperature,unknown,°C,Outside Temperature
1389,sensor,sensor.netatmo_master_bedroom_pressure,1030.8,2019-12-31 05:04:30.223081,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
1390,sensor,sensor.netatmo_master_bedroom_co2,1606.0,2019-12-31 05:04:30.213591,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1391,sensor,sensor.netatmo_master_bedroom_min_temp,17.0,2019-12-31 05:04:30.206216,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Min Temp.', 'icon': 'mdi:thermometer'}",netatmo_master_bedroom_min_temp,unknown,°C,netatmo Master Bedroom Min Temp.
1392,sensor,sensor.netatmo_master_bedroom_temperature,17.0,2019-12-31 05:04:30.200480,"{'unit_of_measurement': '°C', 'friendly_name': 'netatmo Master Bedroom Temperature', 'icon': 'mdi:thermometer', 'device_class': 'temperature'}",netatmo_master_bedroom_temperature,temperature,°C,netatmo Master Bedroom Temperature
1394,sensor,sensor.hue_motion_sensor_1_temperature,13.19,2019-12-31 05:03:25.032726,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
1398,sensor,sensor.office_sensor_temperature,15.65,2019-12-31 05:00:37.033869,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1402,sensor,sensor.netatmo_master_bedroom_co2,1628.0,2019-12-31 04:57:17.207390,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
1410,sensor,sensor.office_sensor_temperature,15.79,2019-12-31 04:50:37.033279,"{'battery_level': 53, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
1411,sensor,sensor.speedtest_download,35.31,2019-12-31 04:50:17.991078,"{'unit_of_measurement': 'Mbit/s', 'friendly_name': 'Speedtest Download', 'icon': 'mdi:speedometer'}",speedtest_download,unknown,Mbit/s,Speedtest Download
